variable_1,variable_2,correlacion,metodo,correlacion_abs,nivel_alerta,familia_1,tipo_1,familia_2,tipo_2,misma_familia,comentario
mod_CP,zona_sur,0.0023610806890777144,Spearman,0.0023610806890777144,baja,modulo,dicotomica,territorio,dicotomica,NO,Baja o manejable
mod_ED,zona_sur,0.0022702800157312374,Pearson,0.0022702800157312374,baja,modulo,dicotomica,territorio,dicotomica,NO,Baja o manejable
mod_ED,zona_sur,0.0022702800157312366,Spearman,0.0022702800157312366,baja,modulo,dicotomica,territorio,dicotomica,NO,Baja o manejable
zona_sur,quintil_3,0.002266933911682087,Pearson,0.002266933911682087,baja,territorio,dicotomica,ingresos,dicotomica,NO,Baja o manejable
zona_sur,quintil_3,0.002266933911682087,Spearman,0.002266933911682087,baja,territorio,dicotomica,ingresos,dicotomica,NO,Baja o manejable
sexo_modelo,territorio_modelo,0.002017022902645582,Cramer V persona,0.002017022902645582,baja,sexo,categorica_nominal,territorio,categorica_ordinal_impuesta,NO,Baja o manejable
female,zona_sur,0.0018648649219922815,MixedCor,0.0018648649219922815,baja,sexo,dicotomica,territorio,dicotomica,NO,Baja o manejable
female,zona_sur,0.0018640953275920532,Tetracorica,0.0018640953275920532,baja,sexo,dicotomica,territorio,dicotomica,NO,Baja o manejable
zona_centro,n_profesionales,-0.0012758895533998863,Spearman,0.0012758895533998863,baja,territorio,dicotomica,hogar,continua,NO,Baja o manejable
zona_centro,quintil_5,-0.001073018030920032,Pearson,0.001073018030920032,baja,territorio,dicotomica,ingresos,dicotomica,NO,Baja o manejable
zona_centro,quintil_5,-0.001073018030920032,Spearman,0.001073018030920032,baja,territorio,dicotomica,ingresos,dicotomica,NO,Baja o manejable
female,zona_sur,9.964355385596148e-4,Pearson,9.964355385596148e-4,baja,sexo,dicotomica,territorio,dicotomica,NO,Baja o manejable
female,zona_sur,9.964355385596144e-4,Spearman,9.964355385596144e-4,baja,sexo,dicotomica,territorio,dicotomica,NO,Baja o manejable
mod_ED,educ_tecnica,5.655272745676068e-4,Pearson,5.655272745676068e-4,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_ED,educ_tecnica,5.655272745676059e-4,Spearman,5.655272745676059e-4,baja,modulo,dicotomica,educacion,dicotomica,NO,Baja o manejable
mod_CP,vive_pareja,4.214275741989223e-4,Tetracorica,4.214275741989223e-4,baja,modulo,dicotomica,hogar,dicotomica,NO,Baja o manejable
mod_CP,vive_pareja,4.18542981981939e-4,MixedCor,4.18542981981939e-4,baja,modulo,dicotomica,hogar,dicotomica,NO,Baja o manejable
female,quintil_3,-2.712303201899489e-4,Spearman,2.712303201899489e-4,baja,sexo,dicotomica,ingresos,dicotomica,NO,Baja o manejable
female,quintil_3,-2.7123032018994874e-4,Pearson,2.7123032018994874e-4,baja,sexo,dicotomica,ingresos,dicotomica,NO,Baja o manejable
n_profesionales,zona_centro,-1.2963281337764388e-4,MixedCor,1.2963281337764388e-4,baja,hogar,continua,territorio,dicotomica,NO,Baja o manejable
zona_centro,n_profesionales,-1.0343334269216422e-4,Pearson,1.0343334269216422e-4,baja,territorio,dicotomica,hogar,continua,NO,Baja o manejable
